"","half_of_time_with_data","uses_biodiversity_data","produces_biodiversity_data","manages_biodiversity_data","EOVs","EBVs","emodnet","obis","gbif","national_repos","project_repos","geological","biological","socioeconomic","acoustic","fishery","satellite","pollution","physical","chemical","numeric","visual","reporting","spatial_planning","eia","conservation","policy_eval","policymaking","scientific_research","communication","education","decision_making","protected_area_mgmt","indicator_dev","product_dev","maps","scenarios","models","graphs","tools_integrate_data","other","access","data_gettinghold","technical","data_timing","data_cost","data_consistency","lack_metadata","data_interoperable","data_interpretation","affiliation","area_of_work","region","ecosystem","marine_ecosystem","freshwater_ecosystem","coastal_ecosystem","encourage_data_use","data_literacy_binary"
"187",1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,"National governmental institution","Academia, research and education","Africa","Marine,Coastal",1,0,1,1,0
"188",1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,"European Union and its agencies","Academia, research and education","Southern Europe","Marine,Coastal",1,0,1,1,1
"189",1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,"University","Academia, research and education","Western Europe","Freshwater,Terrestrial",0,1,0,0,1
"190",1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,"Business and Industry","Other","Western Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
"191",2,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,"University","Academia, research and education","Latin America & Caribbean","Coastal,Freshwater",0,1,1,0,1
"192",1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,"National governmental institution","Conservation and environmental management","Other","Terrestrial",0,0,0,1,1
"193",2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,2,"University","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,0
"194",1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,"University","Academia, research and education","Western Europe","Marine",1,0,0,1,1
"195",2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,"National governmental institution","Data management","Western Europe","Marine,Coastal",1,0,1,1,1
"196",1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,"Other academic research institution","Academia, research and education","Western Europe","Terrestrial",0,0,0,0,0
"197",1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,"National governmental institution","Academia, research and education","Western Europe","Marine",1,0,0,0,0
"198",2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,"University","Academia, research and education","Western Europe","Freshwater",0,1,0,0,1
"199",1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Western Europe","Terrestrial",0,0,0,0,1
"200",1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine,Coastal",1,0,1,1,0
"201",1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,"Local association","Conservation and environmental management","Africa","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,0
"202",2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,"National governmental institution","Management and administration","Western Asia","Marine,Coastal,Freshwater",1,1,1,1,1
"203",1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,"National governmental institution","Academia, research and education","Western Asia","Marine,Coastal,Freshwater",1,1,1,1,1
"204",2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,"Other academic research institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,1
"205",1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,2,"National governmental institution","Law, policy and decision-making","Northern Europe","Marine",1,0,0,1,0
"206",1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"University","Conservation and environmental management","Western Europe","Freshwater,Terrestrial",0,1,0,1,0
"207",1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,"Local or regional governmental institution","Conservation and environmental management","Western Europe","Freshwater,Terrestrial",0,1,0,1,1
"208",1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Southern Europe","Marine,Coastal",1,0,1,1,0
"209",2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,"National governmental institution","Law, policy and decision-making","Other","Marine,Terrestrial",1,0,0,1,1
"210",1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,"Other academic research institution","Academia, research and education","Southern Europe","Marine",1,0,0,1,1
"211",2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,"National governmental institution","Academia, research and education","Western Asia","Marine,Coastal,Freshwater",1,1,1,1,1
"212",2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,"Other academic research institution","Academia, research and education","Southern Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
"213",1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,"Local or regional governmental institution","Management and administration","Western Europe","Marine,Coastal,Terrestrial",1,0,1,1,0
"214",1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,"Local or regional governmental institution","Management and administration","Western Europe","Freshwater,Terrestrial",0,1,0,1,0
"215",1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,"University","Academia, research and education","Western Asia","Marine,Coastal",1,0,1,0,0
"216",1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,"Nongovernmental organization (NGO)","Conservation and environmental management","Western Asia","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
"217",1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,"National governmental institution","Conservation and environmental management","Eastern Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,0
"218",2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,"University","Academia, research and education","Northern Europe","Marine",1,0,0,1,0
"219",1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,"National governmental institution","Academia, research and education","Western Europe","Marine",1,0,0,1,0
"220",1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,"National governmental institution","Data management","Western Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
"221",1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,"Other academic research institution","Academia, research and education","Other","Marine",1,0,0,1,0
"222",2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,"European Union and its agencies","Media and communication","Northern Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
"223",1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,"National governmental institution","Academia, research and education","Western Europe","Marine",1,0,0,0,0
"224",1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,"National governmental institution","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,0
"225",1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,"National governmental institution","Conservation and environmental management","Western Europe","Marine,Coastal,Freshwater",1,1,1,1,0
"226",2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,"Nongovernmental organization (NGO)","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,1
"227",1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,"National governmental institution","Academia, research and education","Western Europe","Marine",1,0,0,1,1
"228",2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,"National governmental institution","Academia, research and education","Western Europe","Marine",1,0,0,0,0
"229",2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,"University","Academia, research and education","Southern Europe","Marine",1,0,0,0,0
"230",1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,"National governmental institution","Other","Western Europe","Marine,Coastal",1,0,1,1,0
"231",1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine",1,0,0,1,1
"232",1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"Local or regional governmental institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,0
"233",1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,"University","Conservation and environmental management","Western Europe","Marine,Coastal",1,0,1,1,0
"234",1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,"Other academic research institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,1
"235",2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,"National governmental institution","Academia, research and education","Southern Europe","Marine",1,0,0,0,0
"236",2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,"National governmental institution","Data management","Southern Europe","Marine",1,0,0,1,1
"237",2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,"National governmental institution","Other","Southern Europe","Marine,Coastal",1,0,1,1,0
"238",1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,"Other academic research institution","Management and administration","Northern Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
"239",2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,"National governmental institution","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,1
"240",1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,"National governmental institution","Law, policy and decision-making","Other","Marine,Coastal",1,0,1,1,0
"241",2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,"Local or regional governmental institution","Management and administration","Western Europe","Terrestrial",0,0,0,1,0
"242",2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,"National governmental institution","Academia, research and education","Southern Europe","Marine,Coastal,Freshwater",1,1,1,1,1
"243",1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"National governmental institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,0
"244",1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,"Nongovernmental organization (NGO)","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,0
"245",1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,"National governmental institution","Conservation and environmental management","Western Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,0
"246",1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,"National governmental institution","Other","Western Europe","Marine",1,0,0,1,1
"247",2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,"University","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,1
"248",2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,"Other academic research institution","Conservation and environmental management","Southern Europe","Marine",1,0,0,1,0
"249",1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine,Coastal",1,0,1,1,1
"250",1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"National governmental institution","Conservation and environmental management","Southern Europe","Terrestrial",0,0,0,1,1
"251",1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,"Other academic research institution","Academia, research and education","Western Europe","Marine",1,0,0,1,0
"252",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,"University","Conservation and environmental management","Western Europe","Marine",1,0,0,0,0
"253",1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,"National governmental institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,1
"254",2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,"Other academic research institution","Data management","Western Europe","Marine,Coastal",1,0,1,1,1
"255",1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,"University","Conservation and environmental management","Southern Europe","Freshwater",0,1,0,1,1
"256",2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,"Business and Industry","Data management","Western Europe","Coastal,Terrestrial",0,0,1,1,1
"257",1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,"Other academic research institution","Academia, research and education","Western Europe","Marine",1,0,0,1,0
"258",2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,"National governmental institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,1
"259",1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,"National governmental institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,1
"260",1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,"International organization","Product development and construction","Africa","Marine,Coastal",1,0,1,1,0
"261",1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,"Nongovernmental organization (NGO)","Law, policy and decision-making","Western Europe","Terrestrial",0,0,0,1,1
"262",1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,"National governmental institution","Law, policy and decision-making","Western Europe","Marine,Coastal",1,0,1,1,1
"263",2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine,None of these",1,0,0,1,1
"264",1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,"National governmental institution","Conservation and environmental management","Western Europe","Marine,Coastal",1,0,1,0,1
"265",1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,"National governmental institution","Academia, research and education","Southern Europe","Terrestrial",0,0,0,1,0
"266",1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,"National governmental institution","Conservation and environmental management","Southern Europe","Freshwater",0,1,0,1,1
"267",1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,"National governmental institution","Law, policy and decision-making","Western Europe","Marine,Coastal",1,0,1,1,0
"268",2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,"National governmental institution","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,1
"269",1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,"Other academic research institution","Conservation and environmental management","Southern Europe","Coastal,Freshwater,Terrestrial",0,1,1,1,0
"270",1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,"University","Academia, research and education","Northern Europe","Marine,Coastal",1,0,1,1,0
"271",1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,"National governmental institution","Academia, research and education","Western Europe","Marine",1,0,0,1,0
"272",1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,"Local association","Academia, research and education","Western Europe","Marine",1,0,0,1,0
"273",1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,"Other","Conservation and environmental management","Western Europe","Marine,Coastal",1,0,1,1,0
"274",1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,"National governmental institution","Data management","Southern Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
"275",1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,"University","Academia, research and education","Southern Europe","Terrestrial",0,0,0,1,0
"276",2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,"Other","Other","Southern Europe","Marine,Coastal",1,0,1,1,1
"277",2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,"Other academic research institution","Academia, research and education","Western Asia","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,0
"278",1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1,"University","Academia, research and education","Southern Europe","Marine,Coastal,Terrestrial",1,0,1,1,1
"279",2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,"National governmental institution","Academia, research and education","Western Europe","Coastal",0,0,1,1,1
"280",1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,1,"Nongovernmental organization (NGO)","Conservation and environmental management","Other","Marine,Coastal",1,0,1,1,0
